"","admit","paes","nem","rank"
"943",1,962,6,"2"
"944",1,504,6.4,"3"
"945",1,540,5.9,"1"
"946",0,442,5.4,"4"
"947",0,324,4.9,"4"
"948",0,419,5.5,"4"
"949",0,489,5.8,"2"
"950",1,432,5.5,"2"
"951",0,370,5,"4"
"952",0,379,5.8,"4"
"953",0,365,5.3,"2"
"954",0,529,5.2,"2"
"955",0,478,6.1,"4"
"956",0,522,5.3,"3"
"957",0,516,6.3,"4"
"958",0,357,5.4,"3"
"959",0,505,5.3,"4"
"960",1,790,6.4,"1"
"961",0,410,5.4,"4"
"962",0,309,5.3,"3"
"963",0,468,5.5,"2"
"964",1,468,6.8,"4"
"965",0,546,6.6,"2"
"966",0,385,5.5,"4"
"967",0,523,6.4,"2"
"968",0,349,4.9,"3"
"969",1,414,6.3,"1"
"970",0,472,5.1,"4"
"971",1,468,6.7,"1"
"972",0,347,5.6,"3"
"973",1,450,6.4,"2"
"974",1,468,6.1,"2"
"975",1,486,6.6,"3"
"976",0,265,5.6,"3"
"977",1,636,6.5,"1"
"978",1,735,6.3,"1"
"979",0,358,5.1,"2"
"980",1,432,5.8,"4"
"981",0,559,5.8,"2"
"982",0,413,6.3,"2"
"983",0,282,5.3,"3"
"984",1,504,6.2,"4"
"985",1,522,6,"2"
"986",1,622,6,"1"
"987",1,522,5.9,"1"
"988",1,486,6.2,"2"
"989",0,477,6.2,"3"
"990",0,605,6,"2"
"991",0,415,6.1,"4"
"992",0,605,5.9,"4"
"993",0,526,5.9,"4"
"994",1,656,6.7,"2"
"995",0,379,5.3,"4"
"996",1,432,6.4,"3"
"997",0,431,5.2,"4"
"998",0,458,6,"3"
"999",0,452,5.6,"4"
"1000",0,605,5.7,"4"
"1001",0,234,5.1,"3"
"1002",0,262,5.6,"2"
"1003",1,622,6.4,"3"
"1004",1,432,6.5,"1"
"1005",1,360,5.9,"1"
"1006",1,745,6.4,"2"
"1007",0,379,5,"3"
"1008",0,247,4.8,"3"
"1009",0,425,5.5,"3"
"1010",1,986,6.5,"3"
"1011",1,622,6.5,"3"
"1012",1,396,6.2,"2"
"1013",0,261,5.3,"2"
"1014",0,234,4.9,"3"
"1015",0,606,5.6,"2"
"1016",0,491,6,"3"
"1017",1,723,6.3,"2"
"1018",0,404,5.8,"2"
"1019",0,255,5.7,"1"
"1020",1,504,5.4,"1"
"1021",0,394,5.8,"4"
"1022",1,962,6.8,"2"
"1023",0,428,6.1,"4"
"1024",0,379,5,"3"
"1025",0,429,5.4,"4"
"1026",0,453,5.4,"3"
"1027",0,528,6,"2"
"1028",0,378,5.7,"4"
"1029",1,486,6,"3"
"1030",1,432,6.5,"1"
"1031",0,294,5.4,"4"
"1032",0,408,5.3,"2"
"1033",0,493,6,"3"
"1034",0,515,5.9,"4"
"1035",1,986,6.8,"2"
"1036",1,468,6.1,"2"
"1037",1,450,5.9,"2"
"1038",0,410,5,"4"
"1039",1,986,6.5,"3"
"1040",0,529,5.9,"4"
"1041",0,406,5.7,"1"
"1042",0,343,5,"4"
"1043",0,604,5.7,"2"
"1044",0,526,6.2,"4"
"1045",1,636,6.3,"2"
"1046",0,560,6.3,"2"
"1047",0,462,5.2,"4"
"1048",1,835,6.7,"2"
"1049",0,304,5,"4"
"1050",1,790,6.4,"1"
"1051",1,504,6.4,"3"
"1052",0,278,5.6,"4"
"1053",1,910,5.8,"1"
"1054",0,460,5.9,"2"
"1055",0,408,5.2,"2"
"1056",0,442,5.6,"4"
"1057",0,383,5,"3"
"1058",1,656,5.8,"1"
"1059",0,489,5.5,"3"
"1060",0,357,5.7,"2"
"1061",0,329,5.2,"2"
"1062",0,522,5.8,"4"
"1063",0,392,5.8,"4"
"1064",1,642,5.7,"1"
"1065",0,529,5.4,"4"
"1066",1,622,6.2,"2"
"1067",0,391,6.3,"3"
"1068",0,417,5.8,"3"
"1069",0,466,6,"4"
"1070",1,790,6.6,"1"
"1071",1,504,6.3,"3"
"1072",1,723,6.1,"3"
"1073",1,270,5.6,"2"
"1074",1,636,6.4,"1"
"1075",0,365,5.8,"3"
"1076",1,522,6.3,"2"
"1077",0,418,6.2,"4"
"1078",0,345,5.6,"4"
"1079",0,307,5.6,"4"
"1080",0,494,5.9,"4"
"1081",0,359,6,"2"
"1082",0,306,5.6,"3"
"1083",0,372,5.1,"3"
"1084",1,432,5.8,"3"
"1085",0,474,5.8,"4"
"1086",0,360,4.8,"2"
"1087",0,335,5.5,"4"
"1088",0,310,5.5,"4"
"1089",0,347,4.8,"4"
"1090",0,364,5.1,"4"
"1091",0,425,6.3,"4"
"1092",0,476,6,"2"
"1093",0,333,5.2,"3"
"1094",0,459,5.4,"4"
"1095",0,129,5,"3"
"1096",1,622,6.4,"3"
"1097",0,359,5.3,"2"
"1098",1,818,6.8,"2"
"1099",0,452,5.9,"2"
"1100",1,468,6.5,"1"
"1101",0,301,5,"2"
"1102",0,437,5,"3"
"1103",0,457,6,"4"
"1104",0,558,5.3,"3"
"1105",0,248,5.1,"4"
"1106",0,540,5.8,"2"
"1107",0,520,6,"4"
"1108",1,540,5.8,"2"
"1109",0,539,6.3,"3"
"1110",1,636,5.7,"2"
"1111",1,656,5.8,"1"
"1112",0,445,5.6,"3"
"1113",0,282,5.5,"3"
"1114",0,272,6,"3"
"1115",0,284,5.6,"4"
"1116",0,605,5.9,"4"
"1117",1,486,6.2,"1"
"1118",0,376,5.3,"4"
"1119",0,474,5.6,"3"
"1120",1,522,5.9,"1"
"1121",0,585,6.3,"2"
"1122",1,540,6.2,"1"
"1123",0,502,5.9,"2"
"1124",0,459,5.9,"3"
"1125",0,490,6.1,"3"
"1126",0,428,5.7,"2"
"1127",0,459,5.2,"4"
"1128",0,528,6.1,"3"
"1129",0,433,5.6,"4"
"1130",1,642,6.4,"2"
"1131",0,489,5.7,"1"
"1132",1,962,6.8,"2"
"1133",0,539,6.3,"2"
"1134",0,352,6.2,"3"
"1135",1,675,6.3,"1"
"1136",1,622,6,"2"
"1137",0,392,5.4,"4"
"1138",1,682,6.3,"2"
"1139",1,468,6,"2"
"1140",0,453,6,"4"
"1141",1,723,6.8,"1"
"1142",0,459,5.4,"4"
"1143",1,656,6.7,"1"
"1144",1,468,6.5,"2"
"1145",0,391,5.2,"3"
"1146",0,408,6.2,"3"
"1147",0,508,5.8,"4"
"1148",0,474,6.1,"2"
"1149",0,431,5.4,"4"
"1150",0,358,5.4,"2"
"1151",1,835,5.8,"1"
"1152",0,383,5.6,"4"
"1153",0,398,5.3,"4"
"1154",1,781,6.2,"2"
"1155",0,427,5.7,"3"
"1156",1,781,6.4,"3"
"1157",0,456,6.3,"3"
"1158",0,428,5.9,"4"
"1159",0,435,6.3,"4"
"1160",0,426,6.2,"3"
"1161",0,232,5.3,"3"
"1162",1,432,5.5,"2"
"1163",1,745,6.8,"2"
"1164",0,473,5.6,"4"
"1165",1,486,6.6,"3"
"1166",0,480,6.3,"4"
"1167",0,470,5.3,"4"
"1168",0,375,5.3,"2"
"1169",0,532,5.9,"4"
"1170",1,540,6.7,"3"
"1171",0,459,5.9,"4"
"1172",0,378,5.9,"4"
"1173",0,363,5.1,"2"
"1174",1,540,6.3,"2"
"1175",0,398,5.4,"4"
"1176",0,327,5.6,"4"
"1177",1,540,5.9,"1"
"1178",1,432,5.4,"2"
"1179",0,525,5.8,"3"
"1180",0,390,5.5,"4"
"1181",1,504,6.2,"3"
"1182",1,414,6.4,"1"
"1183",0,408,5.8,"2"
"1184",1,540,6.4,"2"
"1185",0,273,4.9,"3"
"1186",0,431,6,"4"
"1187",0,493,5.5,"1"
"1188",0,537,5.7,"4"
"1189",0,471,6,"4"
"1190",0,597,5.6,"4"
"1191",0,511,5.7,"4"
"1192",0,525,6,"4"
"1193",0,290,5.1,"2"
"1194",1,504,5.4,"2"
"1195",1,504,6.5,"2"
"1196",0,464,5,"3"
"1197",1,818,6.8,"2"
"1198",0,360,4.7,"4"
"1199",0,237,5.3,"2"
"1200",0,410,5.6,"3"
"1201",0,490,6.3,"3"
"1202",0,523,5.9,"2"
"1203",0,433,5.4,"4"
"1204",1,504,6.3,"2"
"1205",1,486,6.3,"2"
"1206",0,448,6,"4"
"1207",1,468,6.8,"3"
"1208",1,910,5.8,"2"
"1209",0,424,5.2,"4"
"1210",0,274,5.1,"2"
"1211",0,338,5.8,"3"
"1212",0,376,5.2,"4"
"1213",0,375,5.7,"3"
"1214",1,622,6.6,"2"
"1215",0,417,5.7,"3"
"1216",0,359,6.2,"2"
"1217",0,405,5.7,"1"
"1218",0,467,5.7,"4"
"1219",0,382,5.1,"4"
"1220",0,384,5.1,"4"
"1221",1,835,6.7,"3"
"1222",0,514,6.2,"3"
"1223",0,611,6,"4"
"1224",0,535,5.8,"4"
"1225",0,527,5.6,"4"
"1226",0,409,5.8,"2"
"1227",0,527,6,"2"
"1228",0,224,4.9,"4"
"1229",1,745,6.4,"2"
"1230",0,286,5.4,"4"
"1231",1,486,6,"4"
"1232",0,345,5.6,"2"
"1233",0,273,5.3,"3"
"1234",0,588,6.2,"2"
"1235",1,486,6.6,"2"
"1236",0,334,5.6,"4"
"1237",0,421,5.1,"4"
"1238",1,642,5.7,"1"
"1239",0,556,5.7,"4"
"1240",0,452,5.7,"2"
"1241",0,540,6.1,"3"
"1242",0,355,5.8,"2"
"1243",1,468,6,"1"
"1244",0,279,5.7,"2"
"1245",0,376,5.2,"3"
"1246",1,781,6.4,"3"
"1247",0,409,5.6,"1"
"1248",0,296,5,"4"
"1249",0,347,6,"4"
"1250",1,962,6,"2"
"1251",1,486,6.6,"3"
"1252",0,606,6,"3"
"1253",0,476,6,"4"
"1254",1,432,6.5,"1"
"1255",1,986,6.2,"2"
"1256",0,463,5.5,"3"
"1257",1,540,5.8,"3"
"1258",0,281,5.1,"2"
"1259",0,416,5.6,"3"
"1260",0,471,5.8,"3"
"1261",0,457,5.5,"2"
"1262",0,420,5.8,"3"
"1263",0,452,5.5,"4"
"1264",1,468,6.5,"3"
"1265",0,426,5.3,"2"
"1266",0,412,5,"2"
"1267",0,400,5.5,"4"
"1268",1,790,6.6,"1"
"1269",1,306,5.8,"3"
"1270",1,910,5.6,"2"
"1271",1,694,6.3,"2"
"1272",0,604,5.4,"4"
"1273",0,553,5.9,"2"
"1274",0,502,5.2,"4"
"1275",0,336,4.9,"3"
"1276",0,257,5.7,"4"
"1277",0,361,5.4,"2"
"1278",0,380,4.9,"4"
"1279",0,420,5.4,"4"
"1280",0,243,5.1,"4"
"1281",0,381,5.5,"3"
"1282",0,348,4.7,"4"
"1283",1,682,6.3,"3"
"1284",0,392,6.3,"4"
"1285",0,602,5.9,"2"
"1286",0,514,5.5,"1"
"1287",0,443,4.9,"2"
"1288",0,486,5.5,"4"
"1289",0,481,5.8,"3"
"1290",0,608,6.1,"3"
"1291",1,504,6.2,"3"
"1292",1,622,6.2,"3"
"1293",0,279,5.6,"4"
"1294",0,514,6.2,"4"
"1295",1,781,6.2,"2"
"1296",1,580,6.8,"1"
"1297",0,354,5.9,"3"
"1298",0,290,4.6,"3"
"1299",0,261,5.6,"4"
"1300",0,398,6,"3"
"1301",0,403,4.8,"4"
"1302",1,835,5.8,"2"
"1303",1,450,6.4,"1"
"1304",0,269,5,"3"
"1305",1,986,5.8,"3"
"1306",1,682,6.2,"3"
"1307",0,413,5.9,"3"
"1308",1,432,5.7,"4"
"1309",0,359,5.4,"2"
"1310",0,526,5.9,"3"
"1311",1,986,6.8,"4"
"1312",0,305,5.5,"4"
"1313",0,448,5.9,"2"
"1314",0,363,6,"2"
"1315",1,745,6.4,"3"
"1316",1,910,6.2,"2"
"1317",1,414,6.3,"1"
"1318",0,262,5.7,"3"
"1319",1,599,6,"1"
"1320",1,622,6.8,"3"
"1321",1,468,5.5,"1"
"1322",0,460,5.9,"3"
"1323",1,656,6.6,"2"
"1324",0,483,5.7,"4"
"1325",1,735,6.3,"1"
"1326",1,504,6.4,"2"
"1327",1,636,6.4,"1"
"1328",0,499,5.8,"3"
"1329",0,509,5.3,"4"
"1330",0,445,5.6,"4"
"1331",0,294,5.2,"4"
"1332",0,476,6,"2"
"1333",0,428,6.2,"1"
"1334",0,473,5.7,"4"
"1335",1,636,6.3,"1"
"1336",0,448,6.1,"4"
"1337",0,549,6,"1"
"1338",1,723,5.2,"4"
"1339",1,656,6.7,"2"
"1340",1,414,6.4,"2"
"1341",0,546,6.1,"3"
"1342",1,504,5.8,"2"
"1343",0,413,5.3,"1"
"1344",0,550,5.5,"2"
"1345",0,543,6.1,"2"
"1346",0,548,6.3,"2"
"1347",0,236,5.2,"2"
"1348",0,296,5.1,"4"
"1349",0,422,5.7,"3"
"1350",0,342,6,"3"
"1351",0,343,5,"4"
"1352",0,475,5.5,"4"
"1353",1,986,6.3,"2"
"1354",0,311,5.3,"4"
"1355",1,656,6.6,"1"
"1356",0,513,5.4,"4"
"1357",0,522,5.2,"4"
"1358",0,391,5.2,"4"
"1359",1,986,6.8,"3"
"1360",0,292,5.8,"1"
"1361",0,454,6.2,"4"
"1362",0,340,6,"4"
"1363",1,306,5.8,"3"
"1364",1,504,5.8,"2"
"1365",0,525,5.5,"4"
"1366",1,745,6.4,"3"
"1367",1,642,6.8,"1"
"1368",0,440,5.5,"3"
"1369",1,910,5.8,"2"
"1370",1,656,6.7,"1"
"1371",1,486,6.3,"3"
"1372",0,511,6.2,"4"
"1373",0,364,5.4,"3"
"1374",1,468,6.7,"1"
"1375",0,458,6,"3"
"1376",0,461,5.3,"4"
"1377",0,364,5.8,"2"
"1378",0,349,5.4,"4"
"1379",1,468,6.6,"3"
"1380",0,410,5.3,"3"
"1381",0,457,5.8,"3"
"1382",0,311,5.5,"4"
"1383",1,522,6.1,"2"
"1384",0,444,5.5,"3"
"1385",1,468,6.8,"2"
"1386",0,441,5.8,"4"
"1387",1,504,6.3,"3"
"1388",1,835,5.8,"3"
"1389",0,538,6.4,"3"
"1390",1,622,6.3,"1"
"1391",1,745,6.4,"2"
"1392",0,414,5.6,"4"
"1393",1,414,6.4,"2"
"1394",1,723,6.8,"1"
"1395",1,735,6.8,"1"
"1396",1,694,6.3,"1"
"1397",0,265,5.5,"4"
"1398",0,395,5.5,"4"
"1399",1,396,6.2,"1"
"1400",1,360,5.9,"3"
"1401",0,474,6.2,"4"
"1402",1,986,6.5,"3"
"1403",0,431,5.7,"4"
"1404",0,438,5.7,"4"
"1405",1,360,6,"1"
"1406",0,348,5.4,"4"
"1407",0,437,5.9,"4"
"1408",0,276,5.6,"3"
"1409",0,525,5.7,"2"
"1410",0,475,6.1,"2"
"1411",0,430,6.2,"4"
"1412",0,479,5.8,"4"
"1413",0,514,5.4,"3"
"1414",0,445,6.1,"2"
"1415",0,358,5.2,"3"
"1416",1,682,5.9,"2"
"1417",0,409,5.6,"4"
"1418",0,318,4.8,"4"
"1419",0,476,5,"4"
"1420",0,379,5,"4"
"1421",1,642,5.7,"3"
"1422",0,439,5,"3"
"1423",0,384,5.3,"4"
"1424",0,465,6,"3"
"1425",0,413,5.9,"2"
"1426",0,481,5.8,"4"
"1427",0,473,5.3,"2"
"1428",0,342,5.4,"3"
"1429",1,522,6.4,"2"
"1430",1,468,6.4,"1"
"1431",1,622,6.2,"3"
"1432",0,431,5.7,"3"
"1433",1,642,6.7,"2"
"1434",1,599,6,"1"
"1435",0,353,5.1,"2"
"1436",1,414,6.3,"2"
"1437",1,486,6.6,"3"
"1438",0,395,5.6,"4"
"1439",0,419,5.9,"4"
"1440",0,330,5.7,"4"
"1441",0,410,6,"4"
"1442",1,986,5.8,"2"
"1443",1,580,6.8,"1"
"1444",1,682,6.3,"3"
"1445",0,384,5.8,"3"
"1446",0,479,5.8,"3"
"1447",0,605,6.1,"3"
"1448",0,541,6.3,"4"
"1449",1,468,6.5,"1"
"1450",0,394,5.3,"3"
"1451",0,447,6,"4"
"1452",1,636,6.4,"1"
"1453",0,358,5.7,"4"
"1454",0,393,6,"2"
"1455",1,432,6.5,"1"
"1456",0,503,5.8,"3"
"1457",0,394,5.7,"4"
"1458",0,269,5.4,"2"
"1459",1,723,6.5,"2"
"1460",1,636,6.5,"1"
"1461",1,735,6.3,"1"
"1462",0,313,5.2,"4"
"1463",0,604,5.8,"3"
"1464",1,986,6.2,"3"
"1465",1,540,6.3,"3"
"1466",1,986,6,"3"
"1467",0,443,5.5,"4"
"1468",0,332,5.4,"4"
"1469",1,622,6.6,"1"
"1470",0,525,6.3,"4"
"1471",0,197,5.1,"2"
"1472",0,397,5.6,"4"
"1473",0,350,5.8,"4"
"1474",0,275,4.9,"2"
"1475",0,437,5.7,"4"
"1476",0,530,5.8,"3"
"1477",0,402,5.7,"1"
"1478",0,602,5.1,"4"
"1479",0,423,5.6,"4"
"1480",0,286,4.7,"3"
"1481",0,463,6.3,"4"
"1482",0,364,5.9,"4"
"1483",1,682,6.7,"2"
"1484",0,520,5.8,"4"
"1485",1,745,6.8,"3"
"1486",0,453,5.6,"4"
"1487",0,294,4.9,"3"
"1488",0,385,5.4,"2"
"1489",0,321,5.1,"4"
"1490",0,524,5.7,"3"
"1491",0,457,5.6,"3"
"1492",0,442,5.4,"4"
"1493",0,481,5.6,"3"
"1494",0,608,6.1,"3"
"1495",1,986,6.8,"3"
"1496",0,357,5.7,"3"
"1497",1,910,6.2,"2"
"1498",1,522,5.7,"1"
"1499",0,457,6.2,"2"
"1500",0,357,5.3,"1"
"1501",0,358,5.2,"4"
"1502",0,498,6.4,"4"
"1503",0,341,6,"4"
"1504",0,522,5.6,"4"
"1505",1,835,6.7,"3"
"1506",0,264,5.8,"3"
"1507",0,340,5.4,"4"
"1508",0,543,6.2,"2"
"1509",0,281,5.6,"4"
"1510",1,522,6.1,"3"
"1511",1,432,6.4,"4"
"1512",1,622,6,"3"
"1513",0,505,5.6,"4"
"1514",1,468,6.7,"1"
"1515",0,339,5,"4"
"1516",0,544,6.1,"4"
"1517",0,446,5.9,"2"
"1518",0,418,6,"4"
"1519",1,745,6.8,"3"
"1520",0,603,6.1,"4"
"1521",0,360,6,"4"
"1522",0,397,5.3,"4"
"1523",1,986,6.8,"3"
"1524",0,527,6.3,"3"
"1525",1,486,6.3,"2"
"1526",1,636,6.5,"1"
"1527",0,440,5.9,"4"
"1528",0,318,5.5,"4"
"1529",0,365,5.4,"4"
"1530",0,246,5.7,"3"
"1531",0,194,5.3,"1"
"1532",0,399,5.3,"2"
"1533",0,361,5.2,"4"
"1534",0,404,6.1,"4"
"1535",1,781,6.2,"1"
"1536",0,237,5.2,"2"
"1537",0,608,5.9,"3"
"1538",0,411,5.6,"2"
"1539",0,425,5.6,"2"
"1540",1,781,6.4,"3"
"1541",1,682,6.8,"2"
"1542",0,426,5.4,"1"
"1543",0,558,6.2,"1"
"1544",0,261,5.1,"2"
"1545",0,380,5.5,"4"
"1546",0,491,5.6,"2"
"1547",1,504,6.2,"3"
"1548",0,362,5.4,"4"
"1549",0,463,5.5,"2"
"1550",1,432,5.8,"2"
"1551",0,473,6,"3"
"1552",0,468,6.2,"3"
"1553",0,396,5.5,"4"
"1554",0,267,5.7,"2"
"1555",0,491,6,"3"
"1556",1,682,6.2,"2"
"1557",0,408,5.3,"3"
"1558",1,622,6.8,"3"
"1559",1,642,5.7,"2"
"1560",0,286,4.9,"3"
"1561",1,682,5.9,"2"
"1562",0,410,5.2,"4"
"1563",0,359,6.2,"2"
"1564",0,339,5.4,"1"
"1565",0,508,5.7,"4"
"1566",0,317,4.7,"3"
"1567",0,538,6.5,"3"
"1568",0,374,5.5,"4"
"1569",0,357,6,"2"
"1570",0,329,5.3,"4"
"1571",0,389,5.9,"1"
"1572",0,613,6.1,"4"
"1573",0,432,5.3,"4"
"1574",0,494,6.2,"4"
"1575",0,472,6,"4"
"1576",0,382,5.7,"2"
"1577",0,297,5.2,"4"
"1578",0,454,5.5,"4"
"1579",0,314,5.2,"2"
"1580",0,396,6,"3"
"1581",1,486,6.6,"2"
"1582",0,394,5.6,"4"
"1583",1,636,6.4,"1"
"1584",1,986,6,"2"
"1585",0,427,6.2,"4"
"1586",1,414,6.4,"1"
"1587",0,518,5.2,"3"
"1588",0,502,5.4,"1"
"1589",1,486,6.3,"1"
"1590",0,500,5.5,"3"
"1591",1,540,6.4,"2"
"1592",0,395,5.4,"2"
"1593",0,453,6.1,"3"
"1594",1,682,6.8,"2"
"1595",0,555,5.6,"2"
"1596",0,348,5.7,"4"
"1597",0,461,5.5,"2"
"1598",0,470,5.6,"2"
"1599",0,278,5.8,"4"
"1600",0,363,4.9,"4"
"1601",0,374,5.1,"2"
"1602",0,444,5.3,"4"
"1603",0,338,5.7,"4"
"1604",0,385,5.3,"4"
"1605",1,682,6.4,"2"
"1606",0,418,6.1,"4"
"1607",0,570,5.4,"4"
"1608",0,327,5,"4"
"1609",0,278,5.2,"4"
"1610",1,910,6.2,"1"
"1611",0,524,6.3,"4"
"1612",1,414,6.3,"1"
"1613",0,301,5.2,"4"
"1614",0,604,5.2,"4"
"1615",1,622,6.2,"1"
"1616",0,525,5.3,"4"
"1617",0,360,5.5,"1"
"1618",0,597,5.2,"2"
"1619",0,536,5.7,"4"
"1620",0,424,5.3,"4"
"1621",0,229,5.5,"3"
"1622",0,311,5.5,"3"
"1623",0,546,5.6,"4"
"1624",1,622,6.4,"4"
"1625",0,401,5.8,"4"
"1626",1,910,5.6,"4"
"1627",0,393,5.2,"3"
"1628",1,642,6.7,"3"
"1629",0,475,6.4,"4"
"1630",0,337,5.8,"3"
"1631",0,294,5.7,"2"
"1632",0,527,6,"3"
"1633",0,452,6.1,"3"
"1634",0,428,6,"3"
"1635",0,505,6.4,"4"
"1636",0,340,5.1,"4"
"1637",0,467,5.7,"4"
"1638",1,432,5.5,"2"
"1639",0,494,6,"4"
"1640",1,270,5.6,"3"
"1641",0,470,5.5,"3"
"1642",1,396,6.3,"1"
"1643",0,394,5.3,"3"
"1644",1,622,6,"2"
"1645",0,371,4.7,"3"
"1646",0,538,6.1,"4"
"1647",0,326,5.8,"4"
"1648",1,540,5.9,"3"
"1649",1,504,5.4,"2"
"1650",0,342,6.1,"4"
"1651",0,328,5.5,"2"
"1652",1,522,6,"1"
"1653",0,447,6,"4"
"1654",1,818,6.8,"1"
"1655",0,407,5.7,"4"
"1656",1,910,6.8,"3"
"1657",0,515,5.9,"4"
"1658",0,491,5.8,"3"
"1659",0,315,5.1,"1"
"1660",0,395,4.6,"4"
"1661",0,409,6,"2"
"1662",1,486,6.3,"3"
"1663",0,390,6.1,"3"
"1664",0,609,6,"3"
"1665",0,445,5.4,"3"
"1666",0,227,5.2,"3"
"1667",0,358,5.1,"3"
"1668",0,414,5.9,"2"
"1669",0,358,5.6,"2"
"1670",0,487,5.4,"3"
"1671",0,437,5.6,"4"
"1672",0,470,5.5,"3"
"1673",0,438,5.5,"3"
"1674",0,282,5.7,"3"
"1675",1,540,6.7,"3"
"1676",0,330,5.4,"2"
"1677",1,540,6.4,"1"
"1678",0,470,6.2,"4"
"1679",0,245,5.8,"4"
"1680",0,364,5.3,"3"
"1681",0,429,6,"3"
"1682",0,341,5.8,"4"
"1683",1,835,6.7,"3"
"1684",1,910,5.6,"3"
"1685",1,540,6.2,"1"
"1686",0,437,5.7,"4"
"1687",0,450,5.3,"1"
"1688",0,519,5.3,"4"
"1689",1,986,5.8,"1"
"1690",0,613,6,"4"
"1691",0,602,6.2,"4"
"1692",0,395,5.3,"4"
"1693",1,682,6.4,"2"
"1694",0,390,4.9,"4"
"1695",0,503,6.2,"3"
"1696",0,308,5.3,"4"
"1697",0,380,5.4,"4"
"1698",0,427,5.7,"4"
"1699",0,312,5.5,"4"
"1700",0,522,6.1,"3"
"1701",0,467,6.2,"4"
"1702",0,507,5.5,"3"
"1703",1,962,6.8,"1"
"1704",1,962,6,"3"
"1705",1,522,6.3,"3"
"1706",0,461,6,"3"
"1707",0,380,5.3,"4"
"1708",0,516,5.9,"4"
"1709",0,507,5.7,"3"
"1710",1,622,6.8,"3"
"1711",0,410,5.1,"3"
"1712",0,331,5.4,"2"
"1713",0,426,6.2,"2"
"1714",0,489,5.9,"4"
"1715",1,486,6.6,"2"
"1716",0,529,6.1,"3"
"1717",0,286,5.2,"3"
"1718",1,414,6.8,"1"
"1719",1,504,5.8,"4"
"1720",1,986,6.2,"2"
"1721",0,362,5.5,"4"
"1722",0,360,6.1,"4"
"1723",0,474,5.8,"4"
"1724",0,395,5.4,"3"
"1725",0,553,5.7,"3"
"1726",0,224,5.3,"4"
"1727",0,408,6,"3"
"1728",0,353,5.7,"4"
"1729",1,360,5.9,"2"
"1730",1,735,6.3,"1"
"1731",0,447,5.9,"4"
"1732",0,395,5.4,"4"
"1733",1,745,6.8,"4"
"1734",0,411,4.6,"3"
"1735",1,468,6.8,"1"
"1736",1,986,6.8,"2"
"1737",0,292,5.1,"4"
"1738",1,580,6.8,"1"
"1739",0,198,5,"3"
"1740",0,269,5.2,"4"
"1741",0,458,5.4,"2"
"1742",1,504,6.3,"1"
"1743",1,486,6.3,"3"
"1744",0,535,6.2,"2"
"1745",0,488,6,"4"
"1746",0,298,6.1,"2"
"1747",1,396,6.3,"1"
"1748",0,313,5.5,"3"
"1749",0,455,5.4,"4"
"1750",0,470,6.3,"4"
"1751",0,426,5.6,"4"
"1752",0,459,5.6,"2"
"1753",0,486,5.8,"4"
"1754",0,514,5.3,"1"
"1755",0,609,6.4,"4"
"1756",0,244,5,"4"
"1757",0,510,5.6,"2"
"1758",0,425,5.7,"4"
"1759",0,482,5.7,"2"
"1760",1,540,6.4,"3"
"1761",0,364,5.6,"4"
"1762",1,723,6.8,"2"
"1763",1,622,6.5,"3"
"1764",1,486,6.2,"2"
"1765",1,682,5.9,"1"
"1766",0,526,5.3,"4"
"1767",1,540,6.3,"3"
"1768",0,371,5.4,"4"
"1769",0,438,5.5,"4"
"1770",0,381,4.9,"4"
"1771",0,541,5.6,"2"
"1772",0,417,4.9,"4"
"1773",0,455,5.6,"4"
"1774",0,316,5.8,"4"
"1775",1,642,6.7,"2"
"1776",1,522,6.4,"3"
"1777",0,474,5.7,"4"
"1778",1,781,6.4,"4"
"1779",0,268,5.2,"3"
"1780",1,522,6,"1"
"1781",0,423,5.5,"3"
"1782",0,481,5.1,"4"
"1783",0,372,5.4,"3"
"1784",0,529,6.3,"4"
"1785",1,622,6,"3"
"1786",0,258,5.8,"2"
"1787",1,486,6.6,"3"
"1788",1,622,6.6,"2"
"1789",0,126,5.2,"3"
"1790",1,656,6.7,"1"
"1791",0,297,5.2,"4"
"1792",0,428,5.8,"3"
"1793",0,605,6.4,"2"
"1794",0,484,5.5,"4"
"1795",1,642,6.4,"3"
"1796",1,522,5.9,"2"
"1797",0,365,5.4,"3"
"1798",0,381,5.1,"1"
"1799",1,622,6.2,"1"
"1800",1,636,6.5,"1"
"1801",0,268,5.5,"1"
"1802",1,723,6.5,"1"
"1803",0,347,5.7,"3"
"1804",0,438,5.9,"3"
"1805",1,580,6,"1"
"1806",0,423,5.4,"4"
"1807",1,432,5.7,"4"
"1808",1,468,6.4,"1"
"1809",1,986,6.3,"3"
"1810",0,429,5.6,"4"
"1811",1,642,6.8,"3"
"1812",0,392,5.6,"1"
"1813",0,396,5.5,"2"
